Avian influenza;Kuwait, Myanmar
Tularemia;Taiwan
American foulbrood;Fiji
COVID-19, dengue;USA, Japan
Lumpy skin disease;Bulgaria
Avian cholera;USA
Norovirus;Spain
Foot & mouth disease;South Korea
Charcoal rot;USA
Dengue;USA
Crimean-Congo hemorrhagic fever;South Africa
Plague;USA
Hantavirus;Argentina
Foot & mouth disease;Viet Nam
Poliomyelitis;Taiwan
Anthrax;Australia
Nil;Nil
Yellow fever;Angola, China
Meningitis;India
Dengue;Nil
Hepatitis B;Canada
Hepatitis C;India
Pneumonic plague;Zambia
Hantavirus;Chile
Anthrax;USA
Gastroenteritis;Zambia
Typhoid fever;Tajikistan
Avian influenza;Indonesia
Chytrid fungus;UK
Chikungunya;Gabon
White nose syndrome;USA
Influenza pandemic;Nil
Marburg hemorrhagic fever;Angola
Poliomyelitis;Angola, Democratic Republic of the Congo
Equine herpesvirus;USA
Toxic algae;USA
Devil facial tumor;Australia
Meningitis;USA
West Nile virus;Canada
Plague;Democratic Republic of the Congo
Ephemeral fever;Israel
Hantavirus;USA
Measles;Mongolia
Foot & mouth disease;Jordan
Nil;Nil
African swine fever;Kenya
Ebola;Nil
Norovirus;USA
Legionellosis;Germany
Crimean-Congo hemorrhagic fever;Spain
Late blight,potato;Papua New Guinea
Vesicular stomatitis;USA
E. coli EHEC;USA
E. coli O157;USA
Cholera, diarrhea & dysentery;Nil
Hantavirus;Chile, USA
Nil;USA
Anthrax;Kyrgyzstan
Cryptosporidiosis;Sweden
Meningitis;Burundi, Democratic Republic of the Congo
Anthrax;India
Cyclosporiasis;USA
Murine typhus;USA
Nil;Nil
Malaria;Cambodia, Thailand
Bluetongue;Cyprus
West Nile virus,Usutu virus;France
Tick-borne relapsing fever;Israel
Avian influenza;United Kingdom, Hungary
Aujeszky's disease;Nil
Leptospirosis;USA
Equine herpesvirus;USA
Influenza;Nil
Avian influenza;China
Dengue,DHF;Japan, Cote d'Ivoire
Dengue,DHF;Nil
Chronic wasting disease;USA
Chikungunya;India
Angiostrongylus vasorum;Switzerland
Salmonellosis;Norway, Sweden, Netherlands
Meningitis, meningococcal;Nigeria
Avian influenza;Nil
Undiagnosed viral syndrome;Egypt
Bacterial spot;USA
Cholera, diarrhea & dysentery;Cuba
Avian cholera;USA
Salmonellosis;United Kingdom
Influenza A (H1N1);Nil
Measles;Nil
Undiagnosed die-off;United Kingdom
Crimean-Congo hemorrhagic fever;Pakistan
Salmonellosis;USA
Dengue;Cuba
Equine herpesvirus;USA
Poliomyelitis;Yemen
Classical swine fever;Japan
MERS-CoV;Saudi Arabia
Nil;United Kingdom
