Legionellosis;Spain
Measles;Africa, Europe, Asia, United States of America
Bluetongue;Algeria
Shigellosis;United Kingdom
Creutzfeldt-Jakob disease;United Kingdom
Lumpy skin disease;Iraq
Cholera;Canada, Equatorial Guinea, Pakistan
Japanese encephalitis;India
Dickeya, leaf blights;United Kingdom, Ireland
Streptococcus iniae;Nil
Chikungunya;Germany
Bovine spongiform encephalopathy;Canada
Mycobacterium bovis;United Kingdom
Skin disease;Philippines
Thallium poisoning;Russia
Nil;United States of America
Foot and mouth disease;Japan
Sheep pox;Israel
Brucellosis;Russia
Brown stalk rot;South Africa
Hand, foot, and mouth disease;Singapore
Avian influenza;Indonesia
West Nile virus;Italy
Buruli ulcer;Australia
Leptospirosis;Philippines
Eastern equine encephalitis;Canada
Avian influenza;United States of America
Cholera;Japan
COVID-19;India
Nil;United States of America
Nil;Russia
Measles;Middle East, Africa, Southeast Asia
Respiratory illness;France
Kyasanur Forest disease;India
Middle East respiratory syndrome coronavirus (MERS-CoV);Nil
Cholera, diarrhea & dysentery;Nil
Spot blotch;Pakistan
Poliomyelitis;Nil
Monkeypox;Republic of the Congo
Japanese encephalitis;India
Canine distemper;United States of America
Tuberculosis;Canada
Guillain-Barre syndrome;India
West Nile virus;United States of America
Foodborne illness, salmonellosis;Italy
Botulism;Australia
Louse-borne relapsing fever;Netherlands
Aster yellows phytoplasma;South Africa
Hepatitis E;Uganda
Avian influenza;Myanmar
Fish poisoning;Mozambique
Respiratory syncytial virus;Canada
Influenza pandemic (H1N1);Nil
Cyclosporiasis;USA
Hepatitis E;Sudan
Nil;United Kingdom
Chikungunya;Americas
Japanese encephalitis;India
Meningococcal disease;India
Nil;Australia
Rocky Mountain spotted fever;USA
Newcastle disease;Israel
Zika virus;Japan, Thailand
Equine herpesvirus;USA
Chikungunya;Pakistan
Brucellosis;USA
Nil;Democratic Republic of the Congo
COVID-19;Netherlands, Brazil, WHO
Tick paralysis;USA
Schistosomiasis;Philippines
Avian influenza;Cyprus
Peste des petits ruminants;Burundi
Poliomyelitis;USA, UK, Israel
E. coli EHEC;Japan
Ebola;Nil
Cucurbit aphid-borne yellows virus;Germany
Nil;Sudan
Vesicular stomatitis;USA
BSE;France
Bacterial canker;Algeria
Hepatitis A;USA
Nil;United Kingdom
Foot & mouth disease;United Kingdom
Hepatitis E;France
Whirling disease;USA
Leishmaniasis;Honduras
Yellow fever;Argentina
Syphilis, gonococcal disease;Canada
Hand, foot & mouth disease;New Zealand
Ebola virus disease;Sierra Leone
Nil;India
Nil;Spain
Liberibacter;Morocco
CJD;United Kingdom
Tuberculosis;USA
Anthrax;USA
Clostridium difficile;Canada
Foot & mouth disease;Uganda
Bornavirus;Austria
Avian influenza;Thailand, Japan
Crimean-Congo hemorrhagic fever;Georgia
Undetermined illness, equine;Australia
Tuberculosis;India
Hepatitis;India
Epizootic hemorrhagic disease;USA
Equine infectious anemia;Germany
Vibrio parahaemolyticus;USA
Nil;Nil
Rabies;Spain
Dengue;Nil
Paralytic shellfish poisoning;Australia
Dracunculiasis;Nil
African swine fever;Zambia
Heartwater;Kenya
Australian bat lyssavirus;Australia
Chikungunya;Nil
Meningitis;Ghana
Toxic coffee;Malaysia
Bovine spongiform encephalopathy (BSE);Nil
West Nile virus;Americas, USA
Angiostrongylus cantonensis;USA
Toxic spill;Brazil
Plague;USA
Nil;Bangladesh
Brucellosis;France
Schmallenberg virus;Nil
Nil;USA
Strangles, canine;Canada
Vesicular stomatitis;USA
Anthrax;India
Smallpox;Nil
Mycobacterium ulcerans;Nil
Maize chlorotic mottle virus;Spain
Bluetongue;France
Nil;Nil
Leptospirosis;Thailand
Avian influenza;Myanmar
Influenza;Democratic Republic of the Congo
Avian influenza;Benin
Foot & mouth disease;UK
Japanese encephalitis;India
Meningitis;USA
Leishmaniasis;Pakistan
Nil;Australia
Undiagnosed viral pneumonia;China
Undiagnosed illness;Italy to USA
Pertussis;USA, Venezuela, New Zealand
Undiagnosed whale deaths;USA
Legionellosis;USA
Rabies;Indonesia
Newcastle disease;United Kingdom
Glanders;India
Japanese encephalitis;Nepal
Chronic wasting disease;United States of America
Legionellosis;United States of America
Avian influenza, H7N2;United Kingdom
Avian influenza, H5N2;Japan
Australian bat lyssavirus;Australia
Norovirus;Canada
Chikungunya;Nil
Avian influenza;South East Asia
Hand, foot & mouth disease;Hong Kong, China
Avian influenza, H6N1;United Kingdom
Leptospirosis;United States of America
Japanese encephalitis;India
Trypanosomiasis;Sri Lanka
Vibrio vulnificus;United States of America
Rabies;United States of America
Ebola virus disease;Liberia
Chronic wasting disease;United States of America
Nil;Nil
Nil;France
Avian influenza;Turkey
Yellow fever;Angola
Bluetongue;France
Cholera;Venezuela
Nil;China
Sarcocystosis;Ireland
Salmonellosis;United States of America
Avian influenza A;Nil
Tomato yellow leaf curl begomovirus;Mexico
Nil;Australia
Avian influenza, H5N8, H5N6;Greece, Bosnia and Herzegovina
Dengue;Belize
BSE;Netherlands
Rocky Mountain spotted fever;United States of America
Botulism;Canada
Bacterial leaf blight;India
Wasting syndrome;United States of America
Listeriosis;United States of America
COVID-19;Saudi Arabia
Leishmaniasis;United Kingdom
Sexually transmitted diseases;United Kingdom
Crown rust;Canada
Nil;Ghana
Salmonellosis;United States of America
West Nile virus;United States of America
Tick-borne lymphadenopathy;Spain
Hepatitis B;India
Avian influenza;United States of America
Yellow fever; Brazil
Avian influenza, human; Egypt, Vietnam
Foot & mouth disease, bovine; Venezuela
Zoonoses; European Union
Classical swine fever; South Africa
COVID-19, vaccine; Africa, Uganda, China, Indonesia
Kyasanur Forest disease; India
Avian influenza, human, H5, H7N9; China
Chikungunya; Taiwan, Indonesia
Acinetobacter, drug resistant; United States
Exotic disease risk; United Kingdom
Legionellosis; France, Norway
Pets, importation, antiparasitic treatment; United Kingdom
Xenotransplantation; Nil
Enteroviral meningitis; Armenia
Campylobacteriosis; Estonia
Hepatitis D virus; India
African swine fever; Ukraine
Cholera; South Africa
Undiagnosed deaths, goat; Colombia
Stripe rust, wheat; India, United Kingdom
Seoul virus; United Kingdom
Dengue/DHF; Americas
Undiagnosed disease, children; China
Scrub typhus; India
Rabies; Americas, United States
Red tide, redhead ducks; United States
Hepatitis, hepatitis E; India
Varicella; India
Anthrax; Myanmar
Poliomyelitis; Syria, Pakistan, Democratic Republic of the Congo
Infectious salmon anemia; Norway
Mycoplasma mycoides; New Zealand
Toxic algae; United States
Classical swine fever; Japan
Calendar; Vietnam
Pertussis; United States
Measles; United Kingdom
Salmonellosis, serotype Infantis; North America
Crimean-Congo hemorrhagic fever; Kazakhstan, Pakistan
Chikungunya; Madagascar, Southeast Asia
Avian influenza; China
Measles; United Kingdom
Scabies; Kuwait
Anthrax, wildlife; South Africa
Mycobacterium tuberculosis complex; Germany
Mikrocytosis, clams; United States
Equine infectious anemia; United States
Anthrax, human, livestock; Bangladesh
Argentinian hemorrhagic fever; Argentina
Hepatitis B, Hepatitis C;Australia
Anthrax;Russia
Botulism;New Zealand
Cholera, diarrhea & dysentery;Nil
White nose syndrome;United States
Acinetobacter, adenovirus;United States
Chikungunya;Singapore
Citrus canker;Martinique
Plague;United States
Eastern equine encephalitis;United States
Measles;United Kingdom
E. coli;United States
Botulism;United States
Rabies;China
Foot & mouth disease;Mongolia
Theileria;Australia
Hemorrhagic pneumonia;Brazil
Influenza;Nil
Influenza;Democratic Republic of the Congo
Trichinellosis;Serbia, Montenegro
Anthrax;Australia
Bluetongue;Cyprus
Foot & mouth disease;Myanmar
Acinetobacter;United Kingdom
White nose syndrome;Nil
Viral gastroenteritis;Bulgaria
Rabies;Ecuador
Typhoid;Papua New Guinea
Late blight;Nigeria
Avian influenza;Thailand
Japanese encephalitis;India
Avian influenza;China
Varicella;Canada
Leptospirosis;Australia
Anthrax;Tanzania
Golden cyst nematode;Russia
Newcastle disease;Australia
Nil;Yemen
Tuberculosis;Nil
Tularemia;United States
Japanese encephalitis;India
Food poisoning;United States
Ebola hemorrhagic fever;Republic of the Congo
West Nile virus;Germany
American foulbrood;Netherlands
African swine fever;Germany
Ebola virus disease;Democratic Republic of the Congo
Nil;Nil
Hantavirus infection;Brazil
Yellow fever;Bolivia
Adenovirus;China (Hong Kong)
Hantavirus pulmonary syndrome;Americas
COVID-19,lambda variant;Nil
Hantavirus pulmonary syndrome;Canada
Foot & mouth disease;Gambia
Leptospirosis;France
Pertussis;USA (Illinois)
Hepatitis C;USA (New Hampshire)
Invasive mosquito;Netherlands
MERS-CoV;Saudi Arabia
Foot & mouth disease;India (Karnataka)
Nil;Nil
Food poisoning, staphylococcal;USA (Texas)
Anthrax;Moldova
Foot & mouth disease;Zimbabwe
Hepatitis A;Russia (Tver)
Swollen shoot, cocoa;Ivory Coast
Dengue/DHF;Americas, Asia, Pacific, Middle East
Measles;Nil
Fowl pox, avian;New Zealand
Brucellosis;France (Auvergne-Rhône-Alpes)
Chronic wasting disease, cervids;USA (Minnesota)
Rabies;USA (Virginia)
Salmonellosis;USA
Nil;Brazil (Sao Paulo)
Undiagnosed fatalities;Uganda
Sclerotinia & blackleg, oilseed rape;Canada (Saskatchewan)
Undiagnosed deaths, porcine;India (Mizoram)
Dengue/DHF;Nil
Anthrax;India (Andhra Pradesh)
Bovine tuberculosis;UK (England)
Invasive tick;USA (New Jersey)
Cholera, diarrhea & dysentery;Nil
MERS-CoV;Saudi Arabia (Riyadh, Najran, Qassim)
Measles;New Zealand (Auckland)
Ragged & grassy stunt viruses, rice;Indonesia (Jawa Barat)
Classical swine fever;Guatemala (Suchitepéquez, Guatemala)
Hantavirus infection;USA (Nevada)
Leptospirosis;Australia (Queensland)
Hantavirus;Chile (Los Lagos)
Malaria, Plasmodium vivax;Greece
Cholera quarantine;Russia, China
Avian influenza;South Africa (Eastern Cape)
Pertussis;Australia
Nil;Nil
Hantavirus;USA (Utah)
Epizootic ulcerative syndrome, fish;Canada
Salmonellosis, Salmonella Braenderup;USA
Measles;Nil
Dengue/DHF;Asia, Africa
Anthrax;France
Influenza;United Kingdom
Lyme disease;USA
Paralytic shellfish poisoning;China
Crimean-Congo hemorrhagic fever;Turkey
Xylella;Czech Republic, Slovak Republic, Spain
Botulism;United Kingdom
Rabies;China
Fever;Seychelles, Tanzania
Maize yellow mosaic virus;Burkina Faso, Nigeria
Leptospirosis;Philippines
Varroa mite;USA
Pentobarbital;USA
Hantavirus;USA, Argentina
MERS-CoV;Saudi Arabia
Anthrax;Russia
Malaria;Malaysia, Philippines
Plague;USA
Diphtheria;Haiti
Measles;Nil
Ebola hemorrhagic fever;Uganda
Measles;Nil
Cholera, diarrhea & dysentery;Nil
Chikungunya;India
Equine viral arteritis;Israel
Japanese encephalitis;India
Foot & mouth disease;China
MERS-CoV;Oman, Saudi Arabia
Hantavirus infection;Taiwan
Hantavirus;Panama
Crimean-Congo hemorrhagic fever;Kosovo
Chikungunya;Thailand
Schmallenberg virus;Nil
West Nile virus;Canada
Hantavirus;Argentina
Malaria;Pakistan
Food poisoning;Japan, China
COVID-19;China
Avian influenza;Nil
Anthrax;Uganda
Wheat stem rust;Nil
Measles;Greece
Syphilis;USA
Anthrax;Ghana
Cholera, diarrhea & dysentery;Haiti
Plague;Turkmenistan
Monkeypox;Nil
Rabies;USA
Avian influenza;Cambodia
Anthrax;United Kingdom
Elizabethkingia anophelis;USA
Pig belly disease;Solomon Islands
Scrub typhus;Nepal
West Nile virus;USA
Dengue;USA, Mexico
Salmonellosis;USA
Enterobacteriaceae, carbapenem resistant;United Kingdom
Ebola;Democratic Republic of the Congo, Uganda
Anthrax;Australia
Amebic meningoencephalitis, primary;Pakistan
Foot & mouth disease;Russia
Poliomyelitis;Nil
West Nile Virus;Canada
Nil;Nil
Undiagnosed disease;Uganda
Dengue/DHF;Nil
Cholera;Haiti, Dominican Republic
Crimean-Congo hemorrhagic fever;Iran
Glanders;India
Undiagnosed ovine mortality;Australia
Foot & mouth disease;Israel
Avian influenza;Nil
Anthrax;Argentina
Newcastle disease virus;Venezuela
Rabies;USA
Pertussis;Australia
African swine fever;Thailand
COVID-19;New Zealand
Avian influenza;Kuwait, Pakistan
Avian influenza;Canada
Nil;Nepal
Heterophyiasis;Philippines
Nil;Nil
Brucellosis;USA
Hantavirus;Argentina
Japanese encephalitis;Taiwan
Nil;Kazakhstan
Scombroid fish poisoning;USA
Malaria;Philippines
Tularemia;USA
Aflatoxin;Turkey
Nil;Nil
Foot & mouth disease;Kyrgyzstan
Avian influenza;Israel
Lassa fever;Nigeria
Equine herpesvirus;Canada, USA
Anthrax;Zimbabwe
Avian influenza;China
Ebola;Nil
Peste des petits ruminants;Kenya
Chikungunya;India
Rabies;India
Meningococcal meningitis;Nil
Chikungunya, Dengue;Japan, Cambodia
Bovine tuberculosis;France
Yellow mosaic;Cuba
Rabies;USA
Mycoplasma bovis;New Zealand
Anthrax;Canada
Crimean-Congo hemorrhagic fever;Pakistan
Plague;China
Anthrax;Afghanistan
Tularemia;Canada
Avian influenza;Portugal
Anthrax;Australia
Equine infectious anemia;Canada
Myxomatosis;United Kingdom
Ebola hemorrhagic fever;Uganda
Measles, Pertussis;Nigeria
Infectious salmon anemia;Canada
Hepatitis C;Canada
Avian influenza;Netherlands
Red tide;Chile
Pertussis;Australia
Legionellosis;France
Cassava viruses;Sierra Leone
Nil;Australia
Crimean-Congo hemorrhagic fever;Kosovo
Plague;Tanzania
Salmonella;Nil
Bovine spongiform encephalopathy;France
Nil;Nil
E. coli;USA
Nil;Nil
Salmonellosis;USA
African swine fever;South Africa
Anthrax;Pakistan
Nil;Nil
Anthrax;Romania
Cyclosporiasis;USA
Foot & mouth disease;United Kingdom
E. coli;USA
Nil;Angola
Nil;Nil
Measles;Nil
Diphtheria;United Kingdom
Syphilis;Barbados
Salmonellosis;USA
Stem rust;Ethiopia
Rabies;USA
St. Louis encephalitis;USA
Rabies;Canada
E. coli EHEC;USA
Dengue/DHF;Nil
Typhoid fever;Nil
Nil;Nil
Kala-azar;Nepal
Plague;Madagascar
MERS-CoV;Oman
Dropsy;India
Nil;China
African swine fever;Philippines, Australia, Viet Nam
E. coli EHEC;USA
Plague, Tularemia;USA
West Nile virus;Greece
Panama disease;Peru
Mycobacterium ulcerans;Nil
Cryptosporidiosis;Australia
Septoria blotch;Ethiopia
Pneumonia-associated adenovirus;Nil
Rabies;Indonesia
Avian influenza H7N2;United Kingdom
West Nile virus;Nil
Rabies;USA
Rabies;Philippines
Meningitis, Meningococcal;Canada
Chronic wasting disease;USA
Hantavirus;Chile
Hendra virus;Australia
Gastroenteritis;Canada
Foot & mouth disease;Taiwan
Nil;USA
Anthrax;United Kingdom
Spotted fever;Brazil
Influenza A;Mongolia
Foodborne illness;France
Equine infectious anemia;Canada
Melioidosis;Belgium, Thailand
Newcastle disease;Italy
Foodborne illness;Japan
Nil;United Kingdom
Influenza;Nil
Melioidosis;Singapore
Nil;Israel, USA
Rocky Mountain spotted fever;USA
Pertussis;USA, Nigeria, Australia, Indonesia
West Nile virus;USA
Salmonellosis;Australia
Fusarium solani;Tunisia
Avian influenza;Cambodia
Melioidosis;Malaysia
Methemoglobinemia;United States
Hantavirus pulmonary syndrome;Chile
Severe Acute Respiratory Syndrome (SARS);Nil
Listeriosis;Australia
Anthrax;United States
Hand, foot & mouth disease;Viet Nam
Poliomyelitis;Democratic Republic of the Congo, Nigeria, Israel
Blastomycosis;United States
Salmonellosis;United States
Crimean-Congo hemorrhagic fever;Iraq, Georgia
E. coli;United Kingdom
Nil;United States
Cryptococcus gattii;Denmark, Canada
Bluetongue;Europe
Avian influenza;Indonesia
Chikungunya;Americas
Banana bunchy top nanovirus;New Caledonia
E. coli;European Union, United States
Rabies;Russia
Creutzfeldt-Jakob Disease;United Kingdom
Nil;Canada
Hantavirus;India
Nil;Philippines, China
Sheep pox;Greece
Tick-borne encephalitis, Powassan virus;United States
Crimean-Congo hemorrhagic fever;Russia
Botulism;Denmark
Nil;Sri Lanka
Japanese encephalitis;Malaysia
Impetigo;Brazil
Bluetongue;Europe
Bovine Spongiform Encephalopathy (BSE);France
Dengue/Dengue Hemorrhagic Fever;Honduras
Malaria;Bolivia
African swine fever;Russia, Ukraine
Dengue/Dengue Hemorrhagic Fever;Americas, Asia
Bluetongue;Spain
Influenza Pandemic (H1N1) 2009;Nil
Anthrax;Zambia
Hepatitis A;United States
Toxic algae;United States
Foot & mouth disease;United Kingdom
Fish virus;United States
Syphilis, Gonococcal disease, Chlamydia;United States
Nil;Taiwan
Avian influenza;Thailand
Hantavirus;United States
Anthrax;United Kingdom
Salmonellosis;United States
Cholera;United States
Marburg hemorrhagic fever;Nil
Avian influenza;Vietnam
Salmonellosis;United States
Avian influenza;Namibia
Meningitis, meningococcal;Nil
Glanders;India
Chikungunya;Indonesia
Salmonellosis;United States
Dengue;Malaysia
Crimean-Congo hemorrhagic fever;Pakistan
Newcastle disease;Japan
Cholera, diarrhea & dysentery;Nil
Cholera, diarrhea & dysentery;Nil
Rotavirus;United States
Clubroot;Canada
African horse sickness;Botswana
Avian influenza;China
Viral gastroenteritis;Canada
Listeriosis;United States
African horse sickness;South Africa
Typhoid fever;Guyana
Avian influenza;Nil
Meningitis;Australia
Influenza;United States
Poliomyelitis;Bangladesh
Epizootic hemorrhagic disease;United States
COVID-19;Sweden
Botulism;China
Meningitis;Ghana
Typhoid fever;Philippines, Fiji
Hantavirus pulmonary syndrome;United States
Creutzfeldt-Jakob disease;Nil
Bluetongue;Europe
Methemoglobinemia;United States
Anthrax;Italy
Streptococcus pneumoniae;Canada
Salmonellosis;United States
Diphtheria;India
Avian influenza;Egypt
Hantavirus pulmonary syndrome;Chile
E. coli;United States
Legionellosis;United States
St. Louis encephalitis, West Nile virus;United States
