Nil;Nil
Nil;Nil
MERS-CoV;Saudi Arabia, United Arab Emirates
Nil;Nil
Nil;India
West Nile virus;Turkey
Anthrax;Argentina
Influenza A (H2N2);Nil
Rabies;United States
Hepatitis E;Nepal
Hand, foot & mouth disease;United States
Ebola hemorrhagic fever;Republic of the Congo
Hemorrhagic fever with renal syndrome;Russia
Hepatitis;Spain
Chikungunya;Nil
Rift Valley fever;South Sudan
African swine fever;India
Schmallenberg virus;Nil
West Nile virus;United States
Salmonellosis;United States
Hepatitis E;Namibia
Nil;Nil
Salmonellosis;United States
Malaria;India
Dengue;Brazil
Avian influenza;Nigeria, Vietnam, Myanmar, Japan, Thailand
Poliomyelitis;Pakistan, United States, Nigeria, Yemen
HIV;Kyrgyzstan
Nil;United States
Ebola;Nil
Legionellosis;United States
Nil;Uganda
Foot & mouth disease;Israel
Hantavirus;China
Yersiniosis;Norway
Influenza;Nil
Influenza;Germany
COVID-19;Switzerland
Cryptosporidiosis;United Kingdom
Avian influenza;France
West Nile virus;United States
Nil;Nil
Avian influenza;Nil
Parvovirus;Australia
Lassa fever;Nigeria
Avian influenza;Egypt, Vietnam
Hemorrhagic fever;Russia
Anthrax;United States
Anthrax;India
Nil;United States
Measles;New Zealand
Rubella;Russia
Anthrax;United States
Poliomyelitis;Indonesia
Newcastle disease;United States
Peste des petits ruminants;Israel
Chikungunya;India
Avian influenza;Bangladesh
Tuberculosis;United Kingdom
African swine fever;Latvia
Salmonellosis;United Kingdom
Strangles, Equine influenza;Philippines
Avian influenza;Thailand
Invasive tick;United States
Japanese encephalitis;India
Avian influenza;Viet Nam
Avian influenza;Nil
West Nile Virus;Nil
Undiagnosed disease;Brazil
West Nile virus;United States
Ratoon stunt disease;Jamaica
Salmonellosis;United States
Die-off;Australia
Influenza;United States
Salmonellosis;Australia
Chikungunya;India
Bluetongue;Spain
Rabies;Germany
Leishmaniasis;India
Chlamydia caviae;Nil
Stem bleeding;India
Measles;Japan, Australia
Plague;Nil
Hantavirus infection;China
Avian influenza;Nil
Lassa fever;Nigeria
Yellow fever;Brazil
Chikungunya;India
BSE;France
Infectious salmon anemia;United States
Animal health situation;Kenya
Malaria;India
West Nile virus surveillance;United States
Influenza;United States
Brucellosis;Bulgaria
Ebola;Congo DR
Malaria;Malaysia
Panama disease;Thailand
Avian influenza;China
Vaping-related illness;United States
West Nile virus;United States
Pertussis;Canada, United States
Tularemia;United States
Rubella;Japan
Rabies;Israel
Crayfish plague;Israel
Dengue/DHF;Americas
Toxic algae;North Carolina
Syphilis, gonococcal disease, chlamydia;United Kingdom
Murine typhus;United States
Influenza vaccine;Northern Hemisphere
Zika virus;Americas, Asia, Pacific, Atlantic, Europe
Norovirus;United States
Shigellosis;United States
Dengue/DHF;Americas
Avian influenza;China
Mumps;Canada
Avian influenza;China
Brucellosis;Mexico
Yellow fever;Brazil
Creutzfeldt-Jakob disease;Ireland
Rabies;United States
Cutaneous and renal glomerular vasculopathy;United Kingdom
Epizootic hemorrhagic disease;United States
Anthrax;Canada
Poliomyelitis;Pakistan
Botulism;United States
Botulism;Canada
Salmonella bareilly;United Kingdom
Undiagnosed illness;Pakistan
Poliomyelitis;Nil
Foot and mouth disease;Malaysia
Hedgehogs, demyelinating paralysis;United Kingdom
Tomato brown rugose fruit virus;United Kingdom
Influenza;United States
Avian influenza;Taiwan
Antibiotic-resistant Enterobacteriaceae;United States
Ebola virus disease;Sierra Leone
Avian influenza;Russia
Opisthorchiasis;Russia
Ehrlichiosis;Vietnam
Yellow fever vaccine;India
Unexplained pneumonia;United States
Fusarium wilt;Norway
Undiagnosed illness;India
Antibiotic resistance;United Arab Emirates
Shigellosis;United States
SARS;Nil
E. coli O157;United States
Lassa fever;Nigeria
Nil;Nil
Canine influenza;USA
Prion disease;Nil
Nil;Nil
Cholera, diarrhea & dysentery;Nil
Trypanosomiasis;Kenya
Nil;Japan
Foot & mouth disease;China
Salmonellosis;USA
Nil;USA
Varicella;Australia, USA, Venezuela
Leptospirosis;Australia
Avian influenza;Nil
Poliomyelitis;Pakistan, Nigeria
Nil;USA
Cholera, diarrhea & dysentery;Cuba
Plague;USA
Potato late blight;Nil
Nil;United Kingdom, Netherlands
Cholera, diarrhea & dysentery;Nil
Nil;Saudi Arabia
Crimean-Congo hemorrhagic fever;Pakistan
Anthrax;Italy
Hantavirus;USA
West Nile virus;Nil
COVID-19;Nil
Salmonellosis;USA
Nil;USA
Gastroenteritis;India
Salmonellosis;USA
Malaria;Venezuela
Q fever;USA
Trypanosomiasis;Uganda
Scombroid fish poisoning;Europe, Sweden, Viet Nam
Viral hemorrhagic septicemia;Iceland
Nil;Pakistan
African swine fever;Timor-Leste, Australia
Nil;China
Legionellosis;USA
Pneumonic plague;Ecuador
Influenza A (H1N1) "swine flu";Nil
Nil;United Kingdom
Bovine tuberculosis;South Africa
Streptococcus suis;Thailand
E. coli EHEC;USA
Toxic algae;United Kingdom
New World screwworm;Ecuador
Avian influenza;Japan
Poliomyelitis;Pakistan, Afghanistan, Democratic Republic of the Congo
Avocado sunblotch viroid;Costa Rica
Viral gastroenteritis;Canada
Dengue;Nepal
E. coli VTEC;Germany
Measles;Indonesia
Plague;Democratic Republic of the Congo
Pasteurella multocida;Canada
Foot & mouth disease;Kazakhstan
Wheat stripe rust;China
Unknown illness;United States
Anthrax;India
Typhoid fever;Kyrgyzstan
MERS-CoV;Saudi Arabia, Thailand
Rabies;France
Avian influenza;Indonesia, Viet Nam
Foot & mouth disease;Russia
Avian influenza;Viet Nam
Equine herpesvirus;United States
Nil;Nil
Smut diseases;Uganda
Undiagnosed die-off;Zambia
Yellow fever;Brazil
Hepatitis A;Costa Rica
vCJD;Spain
Avian influenza;Nil
E. coli EHEC;United States
Avian influenza;Nil
Avian influenza;Iraq
BSE;France
Japanese encephalitis;India
Antibiotic resistance;India
Monkeypox;Nil
Pneumonia ovine;United States
Dengue/DHF;Americas, Pacific
BSE;Canada
Meningitis, meningococcal;New Zealand
Rabies;United States
Cholera, diarrhea & dysentery;Nil
Salmonellosis;United States
Plague;Russia
E. coli O157;United States
Vibrio vulnificus;Uruguay
Hemorrhagic fever with renal syndrome;Russia
Eastern equine encephalitis;United States
Rabies;Europe
Ross River virus;Australia
Botulism;United States
Pseudorabies;United States
Undiagnosed die-off;Kazakhstan
E. coli EHEC;United States
Cholera, diarrhea & dysentery;Nil
Legionellosis;USA
Iris yellow spot virus;Chile
Melioidosis;USA
Norwalk-like virus;USA
Anthrax;Canada
Salmonellosis;USA
Human lymphocytic choriomeningitis virus;Nil
Dengue;Nil
Undiagnosed hemorrhagic fever;Sudan
Cholera, diarrhea & dysentery;Americas
Yersiniosis;Finland
Hantavirus pulmonary syndrome;Americas
Adenovirus;USA
MERS-CoV;Saudi Arabia
Cholera, diarrhea & dysentery;Africa, Asia
Myxomatosis;United Kingdom
West Nile virus;USA
Nil;India
Plague;USA
Undiagnosed neural syndrome;Jordan
Hantavirus;Nil
Foot & Mouth Disease;South Korea
Dengue;Nil
Anthrax;Canada
African swine fever;Russia
Legionellosis;Nil
COVID-19;Thailand, Taiwan
Chronic wasting disease;USA
Botulism;USA
Foodborne illness;USA
Avian influenza;South Africa
Influenza pandemic (H1N1);United Kingdom
Bacterial leaf blight;India
Salmonellosis;Multicountry
Ebola;Sierra Leone
White nose syndrome;USA
Crimean-Congo hemorrhagic fever;Pakistan
Ebola;Nil
Vesicular stomatitis;USA
Dengue;Nil
Undiagnosed toxic agent;United Kingdom
Rabies;Angola
Rubella;Viet Nam
Foot & mouth disease;China
Foot & mouth disease;Colombia
Japanese encephalitis;India
Nil;USA
Undiagnosed deaths;Zimbabwe
Viral hemorrhagic septicemia;Sweden
Chikungunya;Bangladesh
MERS-CoV;Saudi Arabia
Crimean-Congo hemorrhagic fever;Pakistan
Ebola virus disease;West Africa, United Nations, Nigeria
Rabies;Indonesia
Anthrax;Australia
MERS-CoV;Austria
Smut diseases;Uganda
Crimean-Congo hemorrhagic fever;Bulgaria
Anthrax;United Kingdom
Marburg virus;Zimbabwe
Theileria;Australia
Dengue/DHF;Americas, Asia, Middle East, Africa
Q Fever;Brazil
Undiagnosed illness, skin cream;Cambodia
Black sigatoka;Guyana, Caribbean
Cryptosporidiosis;USA
Sheep pox & goat pox;Kazakhstan
Nil;Canada
Yellow fever;South America, Argentina
Avian influenza;Denmark
West Nile virus;USA
Rabies;USA
Dengue/DHF;Nil
Potato spindle tuber viroid;France
Leptospirosis;Russia
Rabies;Brazil
Karnal bunt;USA
Undiagnosed deaths;Nepal
MERS-CoV;Saudi Arabia
Eastern equine encephalitis;USA
Tar spot;Ecuador
Yellow fever;Mali
Dengue/DHF;Asia, Pacific
Leptospirosis;United Kingdom
Yellow fever;Brazil
Nil;Nil
Ebola;Congo DR, Uganda
COVID-19;Nil
Influenza pandemic (H1N1);Australia
American foul brood;South Africa
Anthrax;Botswana
Cholera;Thailand
Malaria;Malaysia
Adenovirus type 36;Nil
Anthrax;India
Rabies;Indonesia
Bovine brucellosis;Fiji
Southern tomato virus;Germany
Peste des petits ruminants;China
Poliomyelitis;Syria
Avian influenza;Laos
Newcastle disease;Kuwait
COVID-19;Denmark, Netherlands
Anthrax;Kazakhstan
Rocky Mountain spotted fever;Brazil
Avian influenza;Egypt
Foot & mouth disease;Jordan
Porcine reproductive & respiratory syndrome;India
Avian influenza;Nil
Escherichia coli;United Kingdom
Plague;USA
Leptospirosis;Fiji
Rabies;USA
Foot & mouth disease;Palestinian Authority
Hand, foot & mouth disease;Singapore
Avian influenza;USA
Anthrax;Canada
Influenza pandemic;Iran
Avian influenza;Ukraine, Russia
Peste des petits ruminants;China
Anthrax;United Kingdom
Syphilis;Japan
Chikungunya;Malaysia
Meningitis;Sudan
Dengue;Tonga
Lumpy skin disease;Nil
Anthrax;USA
Dengue;Portugal
Salmonellosis;Ireland
Trypanosomiasis;Angola
Alcohol contamination;Russia
West Nile virus;Nil
Rabies;Pakistan
Fungal infection;Chile
Undiagnosed die-off;Trinidad
Tuberculosis;USA
Undiagnosed disease;Sudan
Ebola hemorrhagic fever;Democratic Republic of the Congo
Echinococcosis;France
Typhoid fever;New Zealand
White nose syndrome;USA
Fungal diseases;Canada, USA
Cholera, diarrhea & dysentery;Nil
Brucellosis;Paraguay
Anthrax;India
Norwalk-like virus;USA
West Nile virus;Italy, Romania
Amebic meningoencephalitis;Pakistan
Venomous snake bite;Vietnam
Tick-borne encephalitis;Russia
Blast & sheath blight, rice;Philippines
Lumpy skin disease;Russia
Avian influenza;USA
E. coli O104;European Union
Anthrax;Kazakhstan
Influenza A virus;Canada
West Nile virus;USA
West Nile virus;USA
Hepatitis A;Italy
Poisoning, belladonna;USA
Ionophore intoxication;USA
Avian influenza, H7N9;China
Anthrax;Canada
COVID-19;Nil
Avian influenza, H5N1;Egypt
Avian influenza;Romania, Slovakia
Rabies;Israel
Influenza;Nil
Chikungunya;India
Mumps;USA
MERS-CoV;Saudi Arabia
COVID-19; Australia, China
E. coli EHEC;USA
Clubroot;Canada
Ring rot, potato;Australia
Botulism;USA
Hepatitis B;India
Botulinum toxin;USA
Chronic wasting disease;USA
Undiagnosed illness;Chechnya
Nil;Nil
Leishmaniasis;USA
BSE;France
Foot & Mouth disease;Brazil
Avian influenza;Nepal
Undiagnosed deaths, bovine;Australia
Legionellosis;USA
Prion disease;Nil
Undiagnosed Illness;Mexico
Japanese encephalitis;China
Poliomyelitis;Somalia
Plectosporium blight, pumpkin;USA
Poliomyelitis;Somalia, Israel
Avian influenza;USA
Ross River virus;Australia
Rabies;USA
Cholera, diarrhea & dysentery; Nil
Avian influenza;Eastern Asia
Mortality, cause unknown;Papua New Guinea
White nose syndrome;USA
Hantavirus;United States of America 
Nil;Nil 
Nil;Nil 
Hand, foot & mouth disease;Malaysia 
Staphylococcal toxin;United States of America 
Avian influenza;Canada 
Foot & mouth disease;Mozambique 
Avian influenza;Afghanistan, Djibouti 
Cholera, diarrhea & dysentery;Nil 
Cyanide poisoning;Zimbabwe 
